key	character_skill_node_set_key	character_skill_key	faction_key	campaign_key	tier	indent	subculture	points_on_creation	required_num_parents	visible_in_ui
stephen_skill_tmb_tomb_king_sacrament_campaign_5	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_5			5.0	5.0		0	4	true
stephen_skill_tmb_tomb_king_sacrament_campaign_6	stephen_skill_node_set_tmb_tomb_king_sacrament	wh_main_skill_all_lord_campaign_lightning_strike			6.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_7	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_7			7.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_8	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_8			8.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_campaign_9	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_campaign_9			9.0	5.0		0	0	true
stephen_skill_tmb_tomb_king_mount_sacrament_khemrian_warsphinx	stephen_skill_node_set_tmb_tomb_king_sacrament	stephen_skill_tmb_tomb_king_mount_warsphinx			1.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_sacrament_skeletal_steed	stephen_skill_node_set_tmb_tomb_king_sacrament	stephen_skill_tmb_tomb_king_mount_steed			0.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_mount_sacrament_skeleton_chariot	stephen_skill_node_set_tmb_tomb_king_sacrament	stephen_skill_tmb_tomb_king_sacrament_mount_chariot			2.0	0.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_0	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_personal_base			0.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_1	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_personal_conqueror			1.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_10	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_personal_10_arkhan			10.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_sacrament_personal_2	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_blade_master			2.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_3	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_hard_to_hit			3.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_4	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_self_indomitable			4.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_5	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_personal_5			5.0	2.0		0	4	true
stephen_skill_tmb_tomb_king_sacrament_personal_6	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_wound-maker			6.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_7	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_full_plate_armour			7.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_8	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc11_skill_all_lord_self_devastating_charge			8.0	2.0		0	0	true
stephen_skill_tmb_tomb_king_sacrament_personal_9	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_personal_9			9.0	2.0		0	0	true
stephen_skill_tmb_arkhan_sacrament_misc_0	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_tomb_king_returned_in_madness			7.0	0.0		0	0	true
stephen_skill_tmb_arkhan_sacrament_misc_1	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_tomb_king_ancient_tyrant			8.0	0.0		0	0	true
stephen_skill_tmb_arkhan_sacrament_misc_2	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_tomb_king_embalmed_in_elixir			9.0	0.0		0	0	true
stephen_skill_tmb_arkhan_sacrament_misc_3	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_tomb_king_ceremonial_bandages			10.0	0.0		0	0	true
stephen_skill_tmb_dummy_immortality_tomb_king_sacrament	stephen_skill_node_set_tmb_tomb_king_sacrament	wh2_dlc09_skill_tmb_dummy_immortality			0.0	8.0		1	0	false
stephen_skill_tmb_tmb_king_hidden_title_sacrament	stephen_skill_node_set_tmb_tomb_king_sacrament	stephen_skill_tmb_tomb_king_title			1.0	8.0		1	0	false
