slot_template_to_building_superchain_junctions_tables	0
1142562303	minor_secondary_obsidian_vor_obsidian_peaks_ice_spire	arkhan_vmp_balefire
1142562304	minor_secondary_obsidian_vor_the_chill_road_ashrak	arkhan_vmp_balefire
1142562305	minor_secondary_furs_vor_naggarond_kaelra	arkhan_vmp_balefire
1142562306	minor_secondary_furs_vor_shadow_wood_venom_glade	arkhan_vmp_balefire
1142562307	minor_secondary_furs_vor_shifting_sands_plain_of_tuskers	arkhan_vmp_balefire
1142562308	minor_secondary_furs_vor_southern_jungles_scrag_hole	arkhan_vmp_balefire
1142562309	major_secondary_iron_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls	arkhan_vmp_balefire
1142562310	major_secondary_iron_vor_the_clawed_coast_hoteks_column	arkhan_vmp_balefire
1142562311	minor_norsca_iron_vor_albion_pack_ice_bay	arkhan_vmp_balefire
1142562312	minor_secondary_iron_vor_coast_of_araby_martek	arkhan_vmp_balefire
1142562313	minor_secondary_iron_vor_iron_peaks_ironspike	arkhan_vmp_balefire
1142562314	minor_secondary_iron_vor_jungle_of_pahualaxa_the_high_sentinel	arkhan_vmp_balefire
1142562315	minor_secondary_iron_vor_saphery_tor_finu	arkhan_vmp_balefire
1142562316	major_secondary_salt_vor_coast_of_araby_al_haikk	arkhan_vmp_balefire
1142562317	minor_secondary_salt_vor_land_of_the_dead_the_salt_plain	arkhan_vmp_balefire
1142562318	minor_secondary_salt_vor_red_desert_rothkar_spire	arkhan_vmp_balefire
1142562319	minor_secondary_salt_vor_straits_of_lothern_tower_of_lysean	arkhan_vmp_balefire
1142562320	minor_secondary_salt_vor_the_broken_land_black_creek_spire	arkhan_vmp_balefire
1142562321	major_secondary_marble_vor_coast_of_squalls_macu_peaks	arkhan_vmp_balefire
1142562322	minor_secondary_marble_vor_ash_river_springs_of_eternal_life	arkhan_vmp_balefire
1142562323	minor_secondary_marble_vor_copper_desert_the_golden_colossus	arkhan_vmp_balefire
1142562324	minor_secondary_marble_vor_grey_guardians_grey_rock_point	arkhan_vmp_balefire
1142562325	minor_secondary_marble_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur	arkhan_vmp_balefire
1142562326	minor_secondary_marble_vor_the_clawed_coast_the_monoliths	arkhan_vmp_balefire
1142562327	minor_secondary_marble_vor_tiranoc_whitepeak	arkhan_vmp_balefire
1142562328	minor_secondary_marble_vor_western_jungles_deaths-head_monoliths	arkhan_vmp_balefire
1142562329	major_secondary_pastures_vor_kingdom_of_beasts_temple_of_skulls	arkhan_vmp_balefire
1142562330	major_secondary_pastures_vor_western_jungles_tlaqua	arkhan_vmp_balefire
1142562331	minor_secondary_pastures_vor_culchan_plains_xlansec	arkhan_vmp_balefire
1142562332	minor_secondary_pastures_vor_ellyrion_reavers_mark	arkhan_vmp_balefire
1142562333	minor_secondary_pastures_vor_jungles_of_green_mist_wellsprings_of_eternity	arkhan_vmp_balefire
1142562334	minor_secondary_pastures_vor_scorpion_coast_chotec	arkhan_vmp_balefire
1142562335	minor_secondary_pastures_vor_the_black_coast_hag_hall	arkhan_vmp_balefire
1142562336	minor_secondary_pastures_vor_the_lost_valleys_subatuun	arkhan_vmp_balefire
1142562337	minor_secondary_pastures_vor_tiranoc_the_high_vale	arkhan_vmp_balefire
1142562338	major_secondary_pottery_vor_sea_of_dread_tor_elasor	arkhan_vmp_balefire
1142562339	minor_secondary_pottery_vor_coast_of_araby_copher	arkhan_vmp_balefire
1142562340	minor_secondary_pottery_vor_settlers_coast_swamp_town	arkhan_vmp_balefire
1142562341	minor_secondary_pottery_vor_the_turtle_isles_mud_isle	arkhan_vmp_balefire
1142562342	minor_secondary_pottery_vor_the_vampire_coast_pox_marsh	arkhan_vmp_balefire
1142562343	minor_secondary_timber_vor_avelorn_tor_saroir	arkhan_vmp_balefire
1142562344	minor_secondary_timber_vor_chrace_elisia	arkhan_vmp_balefire
1142562345	minor_secondary_timber_vor_deadwood_nagrar	arkhan_vmp_balefire
1142562346	minor_secondary_timber_vor_iron_peaks_the_moon_shard	arkhan_vmp_balefire
1142562347	minor_secondary_timber_vor_northern_great_jungle_chaqua	arkhan_vmp_balefire
1142562348	minor_secondary_timber_vor_the_creeping_jungle_tlanxla	arkhan_vmp_balefire
1142562349	minor_secondary_timber_vor_the_red_rivers_nahuontl	arkhan_vmp_balefire
1142562350	major_secondary_wine_vor_eataine_angerrial	arkhan_vmp_balefire
1142562351	major_secondary_wine_vor_grey_guardians_ssildra_tor	arkhan_vmp_balefire
1142562352	minor_secondary_wine_vor_land_of_the_dervishes_sudenburg	arkhan_vmp_balefire
1142562353	minor_secondary_wine_vor_the_road_of_skulls_spite_reach	arkhan_vmp_balefire
1142562354	minor_secondary_savages_vor_jungle_of_pahualaxa_floating_pyramid	arkhan_vmp_balefire
1142562355	major_secondary_spices_vor_the_capes_fortress_of_dawn	arkhan_vmp_balefire
1142562356	major_secondary_spices_vor_the_dragon_isles_the_blood_hall	arkhan_vmp_balefire
1142562357	minor_secondary_spices_vor_sea_of_dread_tower_of_the_sun	arkhan_vmp_balefire
1142562358	minor_secondary_vor_the_chill_road_atorak	arkhan_vmp_balefire
