id	slot_template	building_superchain
1142561849	major_secondary_pottery_ostermark_bechafen	arkhan_vmp_fell_tree
1142561850	major_secondary_pottery_western_border_princes_myrmidens	arkhan_vmp_fell_tree
1142561851	major_secondary_salt_blackspine_mountains_red_desert	arkhan_vmp_fell_tree
1142561852	major_secondary_salt_coast_of_araby_al_haikk	arkhan_vmp_fell_tree
1142561853	major_secondary_savages_western_badlands_ekrund	arkhan_vmp_fell_tree
1142561854	major_secondary_southlands_jungle_teotiqua	arkhan_vmp_fell_tree
1142561855	major_secondary_spine_of_sotek_hualotal	arkhan_vmp_fell_tree
1142561856	major_secondary_the_black_coast_arnheim	arkhan_vmp_fell_tree
1142561857	major_secondary_the_plain_of_bones_the_fortress_of_vorag	arkhan_vmp_fell_tree
1142561858	major_secondary_timber_forest_of_arden_castle_artois	arkhan_vmp_fell_tree
1142561859	major_secondary_timber_hochland_hergig	arkhan_vmp_fell_tree
1142561860	major_secondary_wine_stirland_wurtbad	arkhan_vmp_fell_tree
1142561861	major_secondary_wine_western_sylvania_castle_templehof	arkhan_vmp_fell_tree
1142561862	major_secondary_northern_dark_lands_silver_pinnacle	arkhan_vmp_fell_tree
1142561863	minor_norsca_aghol_wastelands_palace_of_princes	arkhan_vmp_balefire
1142561864	minor_norsca_aghol_wastelands_the_palace_of_ruin	arkhan_vmp_balefire
1142561865	minor_norsca_albion_isle_of_wights	arkhan_vmp_balefire
1142561866	minor_norsca_goromandy_mountains_frozen_landing	arkhan_vmp_balefire
1142561867	minor_norsca_helspire_mountains_serpent_jetty	arkhan_vmp_balefire
1142561868	minor_norsca_ice_tooth_mountains_longship_graveyard	arkhan_vmp_balefire
1142561869	minor_norsca_ironfrost_glacier_dagraks_end	arkhan_vmp_balefire
1142561870	minor_norsca_mountains_of_hel_winter_pyre	arkhan_vmp_balefire
1142561871	minor_norsca_vanaheim_mountains_troll_fjord	arkhan_vmp_balefire
1142561872	minor_secondary_avelorn_evershale	arkhan_vmp_balefire
1142561873	minor_secondary_black_mountains_mighdal_vongalbarak	arkhan_vmp_balefire
1142561874	minor_secondary_blackspine_mountains_plain_of_dogs	arkhan_vmp_balefire
1142561875	minor_secondary_blightwater_deff_gorge	arkhan_vmp_balefire
1142561876	minor_secondary_blightwater_kradtommen	arkhan_vmp_balefire
1142561877	minor_secondary_blood_river_valley_barag_dawazbag	arkhan_vmp_balefire
1142561878	minor_secondary_bordeleaux_et_aquitaine_aquitaine	arkhan_vmp_balefire
1142561879	minor_secondary_charnel_valley_granite_massif	arkhan_vmp_balefire
1142561880	minor_secondary_cothique_mistnar	arkhan_vmp_balefire
1142561881	minor_secondary_couronne_et_languille_languille	arkhan_vmp_balefire
1142561882	minor_secondary_deadwood_shagrath	arkhan_vmp_balefire
1142561883	minor_secondary_desolation_of_nagash_spitepeak	arkhan_vmp_balefire
1142561884	minor_secondary_doom_glades_ice_rock_gorge	arkhan_vmp_balefire
1142561885	minor_secondary_doom_glades_temple_of_addaioth	arkhan_vmp_balefire
1142561886	minor_secondary_dragon_isles_dragon_fang_mount	arkhan_vmp_balefire
1142561887	minor_secondary_eastern_badlands_crooked_fang_fort	arkhan_vmp_balefire
1142561888	minor_secondary_eastern_badlands_valayas_sorrow	arkhan_vmp_balefire
1142561889	minor_secondary_eastern_sylvania_waldenhof	arkhan_vmp_balefire
1142561890	minor_secondary_eataine_tower_of_lysean	arkhan_vmp_balefire
1142561891	minor_secondary_gianthome_mountains_khazid_bordkarag	arkhan_vmp_balefire
1142561892	minor_secondary_great_desert_of_araby_pools_of_despair	arkhan_vmp_balefire
1142561893	minor_secondary_headhunters_jungle_marks_of_the_old_ones	arkhan_vmp_balefire
1142561894	minor_secondary_huahuan_desert_the_golden_colossus	arkhan_vmp_balefire
1142561895	minor_secondary_iron_mountains_har_kaldra	arkhan_vmp_balefire
1142561896	minor_secondary_iron_mountains_rackdo_gorge	arkhan_vmp_balefire
1142561897	minor_secondary_jungles_of_green_mist_pillars_of_unseen_constellations	arkhan_vmp_balefire
1142561898	minor_secondary_kingdom_of_beasts_serpent_coast	arkhan_vmp_balefire
1142561899	minor_secondary_land_of_assassins_sorcerers_islands	arkhan_vmp_balefire
1142561900	minor_secondary_land_of_the_dervishes_plain_of_tuskers	arkhan_vmp_balefire
1142561901	minor_secondary_middenland_middenstag	arkhan_vmp_balefire
1142561902	minor_secondary_misty_hills_wreckers_point	arkhan_vmp_balefire
1142561903	minor_secondary_nagarythe_tor_dranil	arkhan_vmp_balefire
1142561904	minor_secondary_northern_great_jungle_temple_of_tlencan	arkhan_vmp_balefire
1142561905	minor_secondary_northern_jungle_of_pahualaxa_port_reaver	arkhan_vmp_balefire
1142561906	minor_secondary_northern_oblast_fort_straghov	arkhan_vmp_balefire
1142561907	minor_secondary_northern_worlds_edge_mountains_khazid_irkulaz	arkhan_vmp_balefire
1142561908	minor_secondary_obsidian_peaks_circle_of_destruction	arkhan_vmp_balefire
1142561909	minor_secondary_obsidian_peaks_storag_kor	arkhan_vmp_balefire
1142561910	minor_secondary_ostermark_nagenhof	arkhan_vmp_balefire
1142561911	minor_secondary_ostland_castle_von_rauken	arkhan_vmp_balefire
1142561912	minor_secondary_ostland_norden	arkhan_vmp_balefire
1142561913	minor_secondary_reikland_eilhart	arkhan_vmp_balefire
1142561914	minor_secondary_rib_peaks_grom_peak	arkhan_vmp_balefire
1142561915	minor_secondary_saphery_port_elistor	arkhan_vmp_balefire
1142561916	minor_secondary_shifting_sands_antoch	arkhan_vmp_balefire
1142561917	minor_secondary_solland_steingart	arkhan_vmp_balefire
1142561918	minor_secondary_southern_grey_mountains_grimhold	arkhan_vmp_balefire
1142561919	minor_secondary_southern_grey_mountains_karak_azgaraz	arkhan_vmp_balefire
1142561920	minor_secondary_southern_jungle_of_pahualaxa_monument_of_the_moon	arkhan_vmp_balefire
1142561921	minor_secondary_southern_oblast_zavastra	arkhan_vmp_balefire
1142561922	minor_secondary_southlands_worlds_edge_mountains_lost_plateau	arkhan_vmp_balefire
1142561923	minor_secondary_spine_of_sotek_monument_of_izzatal	arkhan_vmp_balefire
1142561924	minor_secondary_stirland_flensburg	arkhan_vmp_balefire
1142561925	minor_secondary_stirland_niedling	arkhan_vmp_balefire
1142561926	minor_secondary_talabecland_kemperbad	arkhan_vmp_balefire
1142561927	minor_secondary_talabecland_krugenheim	arkhan_vmp_balefire
1142561928	minor_secondary_the_black_coast_bleak_hold_fortress	arkhan_vmp_balefire
1142561929	minor_secondary_the_black_flood_shroktak_mount	arkhan_vmp_balefire
1142561930	minor_secondary_the_black_flood_temple_of_khaine	arkhan_vmp_balefire
1142561931	minor_secondary_the_broken_land_blacklight_tower	arkhan_vmp_balefire
1142561932	minor_secondary_the_broken_land_slavers_point	arkhan_vmp_balefire
1142561933	minor_secondary_the_broken_teeth_desolation_of_nagash	arkhan_vmp_balefire
1142561934	minor_secondary_the_chill_road_the_great_arena	arkhan_vmp_balefire
1142561935	minor_secondary_the_clawed_coast_the_twisted_glade	arkhan_vmp_balefire
1142561936	minor_secondary_the_creeping_jungle_temple_of_kara	arkhan_vmp_balefire
1142561937	minor_secondary_the_plain_of_bones_ash_ridge_mountains	arkhan_vmp_balefire
1142561938	minor_secondary_the_road_of_skulls_kauark	arkhan_vmp_balefire
1142561939	minor_secondary_the_road_of_skulls_the_black_pillar	arkhan_vmp_balefire
1142561940	minor_secondary_the_silver_road_mount_squighorn	arkhan_vmp_balefire
1142561941	minor_secondary_the_silver_road_the_pillars_of_grungni	arkhan_vmp_balefire
1142561942	minor_secondary_the_vaults_zarakzil	arkhan_vmp_balefire
1142561943	minor_secondary_the_wasteland_aarnau	arkhan_vmp_balefire
1142561944	minor_secondary_the_wolf_lands_mount_greyhag	arkhan_vmp_balefire
1142561945	minor_secondary_western_badlands_bitterstone_mine	arkhan_vmp_balefire
1142561946	minor_secondary_western_badlands_dragonhorn_mines	arkhan_vmp_balefire
1142561947	minor_secondary_western_badlands_stonemine_tower	arkhan_vmp_balefire
1142561948	minor_secondary_western_jungles_cuexotl	arkhan_vmp_balefire
1142561949	minor_secondary_western_sylvania_fort_oberstyre	arkhan_vmp_balefire
1142561950	minor_secondary_zhufbar_oakenhammer	arkhan_vmp_balefire
1142561951	minor_secondary_animals_caledor_tor_sethai	arkhan_vmp_balefire
1142561952	minor_secondary_animals_southlands_worlds_edge_mountains_mount_arachnos	arkhan_vmp_balefire
1142561953	minor_secondary_animals_the_black_flood_cragroth_deep	arkhan_vmp_balefire
1142561954	minor_secondary_animals_volcanic_islands_fuming_serpent	arkhan_vmp_balefire
1142561955	major_secondary_dyes_blood_river_valley_barak_varr	arkhan_vmp_balefire
1142561956	minor_secondary_dyes_great_desert_of_araby_el-kalabad	arkhan_vmp_balefire
1142561957	minor_secondary_dyes_northern_grey_mountains_karak_ziflin	arkhan_vmp_balefire
1142561958	minor_secondary_dyes_peak_pass_gnashraks_lair	arkhan_vmp_balefire
1142561959	minor_secondary_dyes_vampire_coast_the_blood_swamps	arkhan_vmp_balefire
1142561960	minor_secondary_dyes_yvresse_elessaeli	arkhan_vmp_balefire
1142561961	major_secondary_gems_jungles_of_green_mists_spektazuma	arkhan_vmp_balefire
1142561962	minor_secondary_gems_atalan_mountains_eye_of_the_panther	arkhan_vmp_balefire
1142561963	minor_secondary_gems_ellyrion_whitefire_tor	arkhan_vmp_balefire
1142561964	major_secondary_gold_ostland_wolfenburg	arkhan_vmp_balefire
1142561965	minor_secondary_gold_great_desert_of_araby_bel_aliad	arkhan_vmp_balefire
1142561966	minor_secondary_gold_headhunters_jungle_chupayotl	arkhan_vmp_balefire
1142561967	major_secondary_medicine_southern_jungle_of_pahualaxa_pahuax	arkhan_vmp_balefire
1142561968	minor_secondary_medicine_headhunters_jungle_mangrove_coast	arkhan_vmp_balefire
1142561969	minor_secondary_medicine_kingdom_of_beasts_the_cursed_jungle	arkhan_vmp_balefire
1142561970	minor_secondary_medicine_northern_great_jungle_xahutec	arkhan_vmp_balefire
1142561971	major_secondary_obsidian_volcanic_islands_the_star_tower	arkhan_vmp_balefire
1142561972	minor_norsca_obsidian_mountains_of_hel_altar_of_spawns	arkhan_vmp_balefire
1142561973	minor_secondary_obsidian_blackspine_mountains_plain_of_spiders	arkhan_vmp_balefire
1142561974	minor_secondary_furs_blood_river_valley_varenka_hills	arkhan_vmp_balefire
1142561975	minor_secondary_furs_dragon_isles_shattered_stone_isle	arkhan_vmp_balefire
1142561976	minor_secondary_furs_forest_of_arden_gisoreux	arkhan_vmp_balefire
1142561977	minor_secondary_furs_nordland_dietershafen	arkhan_vmp_balefire
1142561978	minor_secondary_furs_obsidian_peaks_venom_glade	arkhan_vmp_balefire
1142561979	major_norsca_iron_goromandy_mountains_baersonlings_camp	arkhan_vmp_balefire
1142561980	major_secondary_iron_the_clawed_coast_hoteks_column	arkhan_vmp_balefire
1142561981	minor_norsca_iron_vanaheim_mountains_pack_ice_bay	arkhan_vmp_balefire
1142561982	minor_secondary_iron_atalan_mountains_martek	arkhan_vmp_balefire
1142561983	minor_secondary_iron_bastonne_et_montfort_montfort	arkhan_vmp_balefire
1142561984	minor_secondary_iron_desolation_of_nagash_black_iron_mine	arkhan_vmp_balefire
1142561985	minor_secondary_iron_devils_backbone_mahrak	arkhan_vmp_balefire
1142561986	minor_secondary_iron_saphery_tor_finu	arkhan_vmp_balefire
1142561987	minor_secondary_iron_southern_jungle_of_pahualaxa_the_high_sentinel	arkhan_vmp_balefire
1142561988	minor_secondary_iron_southern_oblast_fort_jakova	arkhan_vmp_balefire
1142561989	minor_secondary_iron_spine_of_sotek_mine_of_the_bearded_skulls	arkhan_vmp_balefire
1142561990	minor_secondary_iron_the_plain_of_bones_darkhold	arkhan_vmp_balefire
1142561991	minor_secondary_iron_titan_peaks_ironspike	arkhan_vmp_balefire
1142561992	minor_secondary_iron_wissenland_pfeildorf	arkhan_vmp_balefire
1142561993	major_secondary_salt_blackspine_mountains_red_desert	arkhan_vmp_balefire
1142561994	major_secondary_salt_coast_of_araby_al_haikk	arkhan_vmp_balefire
1142561995	minor_secondary_salt_blood_river_valley_dok_karaz	arkhan_vmp_balefire
1142561996	minor_secondary_salt_carcassone_et_brionne_brionne	arkhan_vmp_balefire
1142561997	minor_secondary_salt_eastern_border_princes_matorca	arkhan_vmp_balefire
1142561998	minor_secondary_salt_southern_badlands_gronti_mingol	arkhan_vmp_balefire
1142561999	minor_secondary_salt_the_wasteland_gorssel	arkhan_vmp_balefire
1142562000	major_secondary_marble_northern_jungle_of_pahualaxa_macu_peaks	arkhan_vmp_balefire
1142562001	minor_norsca_marble_mountains_of_naglfari_naglfari_plain	arkhan_vmp_balefire
1142562002	minor_secondary_marble_ash_river_springs_of_eternal_life	arkhan_vmp_balefire
1142562003	minor_secondary_marble_blightwater_misty_mountain	arkhan_vmp_balefire
1142562004	minor_secondary_marble_northern_grey_mountains_grung_zint	arkhan_vmp_balefire
1142562005	minor_secondary_marble_the_clawed_coast_the_monoliths	arkhan_vmp_balefire
1142562006	minor_secondary_marble_the_wolf_lands_mount_silverspear	arkhan_vmp_balefire
1142562007	minor_secondary_marble_tiranoc_whitepeak	arkhan_vmp_balefire
1142562008	minor_secondary_marble_western_border_princes_zvorak	arkhan_vmp_balefire
1142562009	minor_secondary_marble_wissenland_wissenburg	arkhan_vmp_balefire
1142562010	major_secondary_pastures_doom_glades_hag_hall	arkhan_vmp_balefire
1142562011	major_secondary_pastures_eastern_border_princes_akendorf	arkhan_vmp_balefire
1142562012	major_secondary_pastures_kingdom_of_beasts_temple_of_skulls	arkhan_vmp_balefire
1142562013	major_secondary_pastures_lyonesse_lyonesse	arkhan_vmp_balefire
1142562014	major_secondary_pastures_western_jungles_tlaqua	arkhan_vmp_balefire
1142562015	minor_secondary_pastures_black_mountains_karak_angazhar	arkhan_vmp_balefire
1142562016	minor_secondary_pastures_jungles_of_green_mists_wellsprings_of_eternity	arkhan_vmp_balefire
1142562017	minor_secondary_pastures_ostermark_essen	arkhan_vmp_balefire
1142562018	minor_secondary_pastures_parravon_et_quenelles_quenelles	arkhan_vmp_balefire
1142562019	minor_secondary_pastures_reikland_grunburg	arkhan_vmp_balefire
1142562020	minor_secondary_pastures_southern_great_jungle_subatuun	arkhan_vmp_balefire
1142562021	minor_secondary_pastures_western_sylvania_schwartzhafen	arkhan_vmp_balefire
1142562022	major_secondary_pottery_ostermark_bechafen	arkhan_vmp_balefire
1142562023	major_secondary_pottery_western_border_princes_myrmidens	arkhan_vmp_balefire
1142562024	minor_secondary_pottery_averland_grenzstadt	arkhan_vmp_balefire
1142562025	minor_secondary_pottery_land_of_assassins_lashiek	arkhan_vmp_balefire
1142562026	minor_secondary_pottery_northern_jungle_of_pahualaxa_swamp_town	arkhan_vmp_balefire
1142562027	minor_secondary_pottery_vampire_coast_pox_marsh	arkhan_vmp_balefire
1142562028	major_secondary_timber_forest_of_arden_castle_artois	arkhan_vmp_balefire
1142562029	major_secondary_timber_hochland_hergig	arkhan_vmp_balefire
1142562030	minor_secondary_timber_avelorn_tor_saroir	arkhan_vmp_balefire
1142562031	minor_secondary_timber_chrace_elisia	arkhan_vmp_balefire
1142562032	minor_secondary_timber_crater_of_the_walking_dead_doom_glade	arkhan_vmp_balefire
1142562033	minor_secondary_timber_deadwood_nagrar	arkhan_vmp_balefire
1142562034	minor_secondary_timber_death_pass_karag_dron	arkhan_vmp_balefire
1142562035	minor_secondary_timber_eastern_badlands_dringorackaz	arkhan_vmp_balefire
1142562036	minor_secondary_timber_eastern_oblast_volksgrad	arkhan_vmp_balefire
1142562037	minor_secondary_timber_gnoblar_country_haunted_forest	arkhan_vmp_balefire
1142562038	minor_secondary_timber_middenland_weismund	arkhan_vmp_balefire
1142562039	minor_secondary_timber_northern_great_jungle_chaqua	arkhan_vmp_balefire
1142562040	minor_secondary_timber_talabecland_kappelburg	arkhan_vmp_balefire
1142562041	minor_secondary_timber_the_creeping_jungle_tlanxla	arkhan_vmp_balefire
1142562042	minor_secondary_timber_the_vaults_karak_bhufdar	arkhan_vmp_balefire
1142562043	minor_secondary_timber_titan_peaks_the_moon_shard	arkhan_vmp_balefire
1142562044	major_secondary_wine_stirland_wurtbad	arkhan_vmp_balefire
1142562045	major_secondary_wine_western_sylvania_castle_templehof	arkhan_vmp_balefire
1142562046	minor_secondary_wine_eastern_sylvania_eschen	arkhan_vmp_balefire
1142562047	minor_secondary_wine_eataine_angerrial	arkhan_vmp_balefire
1142562048	minor_secondary_wine_estalia_bilbali	arkhan_vmp_balefire
1142562049	minor_secondary_wine_the_road_of_skulls_spite_reach	arkhan_vmp_balefire
1142562050	minor_secondary_wine_titan_peaks_ssildra_tor	arkhan_vmp_balefire
1142562051	major_secondary_savages_western_badlands_ekrund	arkhan_vmp_balefire
1142562052	minor_secondary_savages_southern_badlands_agrul_migdhal	arkhan_vmp_balefire
1142562053	minor_secondary_savages_southern_badlands_gor_gazan	arkhan_vmp_balefire
1142562054	minor_secondary_savages_southern_jungle_of_pahualaxa_floating_pyramid	arkhan_vmp_balefire
1142562055	minor_secondary_spices_devils_backbone_lybaras	arkhan_vmp_balefire
1142562056	minor_secondary_northern_worlds_edge_mountains_karak_raziak	arkhan_vmp_balefire
1142562057	minor_secondary_marshes_of_madness_floating_village	arkhan_vmp_balefire
1142562058	minor_secondary_yvresse_shrine_of_loec	arkhan_vmp_balefire
1142562059	minor_secondary_gnoblar_country_shattered_cove	arkhan_vmp_balefire
1142562060	minor_secondary_yvresse_tralinia	arkhan_vmp_balefire
1142562061	minor_secondary_southern_dark_lands_deadrock_gap	arkhan_vmp_balefire
