slot_template_to_building_superchain_junctions_tables	0
1122561115	wh_main_norsca_major_secondary	arkhan_vmp_great_necropolis
1122561116	wh2_main_special_hag_graef_secondary	arkhan_vmp_great_necropolis
1122561117	wh_main_special_carcassonne_secondary	arkhan_vmp_great_necropolis
1122561118	wh2_main_special_khemri_secondary	arkhan_vmp_great_necropolis
1122561119	wh_main_special_altdorf_secondary	arkhan_vmp_great_necropolis
1122561120	wh_main_special_konquata_secondary	arkhan_vmp_great_necropolis
1122561121	wh_main_special_castle_drakenhof_secondary	arkhan_vmp_great_necropolis
1122561122	wh2_main_special_parravon_secondary	arkhan_vmp_great_necropolis
1122561123	wh_main_special_karak_azul_secondary	arkhan_vmp_great_necropolis
1122561124	wh2_main_human_major_secondary_amber	arkhan_vmp_great_necropolis
1122561125	wh_main_special_magritta_secondary	arkhan_vmp_great_necropolis
1122561126	wh2_main_special_sartosa_secondary	arkhan_vmp_great_necropolis
1122561127	wh2_main_special_tor_koruali_secondary	arkhan_vmp_great_necropolis
1122561128	wh2_main_special_fortress_gate_secondary	arkhan_vmp_great_necropolis
1122561129	wh2_main_special_tor_anlec_secondary	arkhan_vmp_great_necropolis
1122561130	wh_main_special_bordeleux_secondary	arkhan_vmp_great_necropolis
1122561131	wh2_main_special_naggarond_secondary	arkhan_vmp_great_necropolis
1122561132	wh2_dlc15_special_morgheim_secondary	arkhan_vmp_great_necropolis
1122561133	wh2_main_special_hellpit_secondary	arkhan_vmp_great_necropolis
1122561134	wh2_dlc16_sacred_pools_secondary	arkhan_vmp_great_necropolis
1122561135	wh_main_special_karak_hirn_secondary	arkhan_vmp_great_necropolis
1122561136	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_great_necropolis
1122561137	wh2_main_special_castle_drachenfels_secondary	arkhan_vmp_great_necropolis
1122561138	wh_main_human_major_secondary_pottery	arkhan_vmp_great_necropolis
1122561139	wh2_main_special_tor_achare_secondary	arkhan_vmp_great_necropolis
1122561140	wh2_main_special_skeggi_secondary_major	arkhan_vmp_great_necropolis
1122561141	wh2_main_special_galleons_graveyard_secondary	arkhan_vmp_great_necropolis
1122561142	wh_main_human_major_secondary_pastures	arkhan_vmp_great_necropolis
1122561143	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_vmp_great_necropolis
1122561144	wh_main_human_major_secondary	arkhan_vmp_great_necropolis
1122561145	wh_main_special_praag_secondary	arkhan_vmp_great_necropolis
1122561146	wh2_main_special_altar_of_ultimate_darkness_secondary_major	arkhan_vmp_great_necropolis
1122561147	wh2_main_special_kraka_drak_secondary	arkhan_vmp_great_necropolis
1122561148	wh_main_norsca_major_secondary_marble	arkhan_vmp_great_necropolis
1122561149	wh_main_special_middenheim_secondary	arkhan_vmp_great_necropolis
1122561150	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_vmp_great_necropolis
1122561151	wh2_main_special_quintex_secondary	arkhan_vmp_great_necropolis
1122561152	wh2_main_special_karak_izor_secondary	arkhan_vmp_great_necropolis
1122561153	wh_main_special_black_crag_secondary	arkhan_vmp_great_necropolis
1122561154	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary	arkhan_vmp_great_necropolis
1122561155	wh_main_human_major_secondary_timber	arkhan_vmp_great_necropolis
1122561156	wh2_main_special_tor_yvresse_secondary	arkhan_vmp_great_necropolis
1122561157	wh2_main_human_major_secondary_medicine	arkhan_vmp_great_necropolis
1122561158	wh2_main_special_the_awakening_secondary	arkhan_vmp_great_necropolis
1122561159	wh2_main_special_gaean_vale_secondary	arkhan_vmp_great_necropolis
1122561160	wh2_dlc09_special_black_tower_of_arkhan_secondary	arkhan_vmp_great_necropolis
1122561161	wh_main_special_karak_kadrin_secondary	arkhan_vmp_great_necropolis
1122561162	wh2_dlc16_witchwood_secondary	arkhan_vmp_great_necropolis
1122561163	wh2_dlc17_mine_of_bearded_skulls_major_secondary	arkhan_vmp_great_necropolis
1122561164	wh2_main_special_pyramid_of_nagash_secondary	arkhan_vmp_great_necropolis
1122561165	wh_main_special_talabheim_secondary	arkhan_vmp_great_necropolis
1122561166	wh_main_norsca_major_secondary_obsidian	arkhan_vmp_great_necropolis
1122561167	wh_main_special_massif_orca_secondary	arkhan_vmp_great_necropolis
1122561168	wh_main_special_eight_peaks_secondary	arkhan_vmp_great_necropolis
1122561169	wh_main_special_zhufbar_secondary	arkhan_vmp_great_necropolis
1122561170	wh_main_special_karak_kadrin_2_secondary	arkhan_vmp_great_necropolis
1122561171	wh2_main_special_hexoatl_secondary	arkhan_vmp_great_necropolis
1122561172	wh_main_special_marienburg_secondary	arkhan_vmp_great_necropolis
1122561173	wh_main_human_major_secondary_marble	arkhan_vmp_great_necropolis
1122561174	wh2_dlc10_special_gaean_vale_secondary	arkhan_vmp_great_necropolis
1122561175	wh_main_norsca_major_secondary_iron	arkhan_vmp_great_necropolis
1122561176	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_great_necropolis
1122561177	wh2_dlc09_special_ka_sabar_secondary	arkhan_vmp_great_necropolis
1122561178	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_vmp_great_necropolis
1122561179	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_vmp_great_necropolis
1122561180	wh2_main_special_karag_orrud_secondary	arkhan_vmp_great_necropolis
1122561181	wh_main_special_karak_azgal_secondary	arkhan_vmp_great_necropolis
1122561182	wh2_main_human_major_secondary_spices	arkhan_vmp_fell_tree
1122561183	wh2_main_special_har_ganeth_secondary	arkhan_vmp_fell_tree
1122561184	wh_main_special_karak_ungor_secondary	arkhan_vmp_fell_tree
1122561185	wh2_main_special_ghrond_secondary_ritual	arkhan_vmp_fell_tree
1122561186	wh_main_human_major_secondary_pottery	arkhan_vmp_fell_tree
1122561187	wh_main_human_major_secondary_marble	arkhan_vmp_fell_tree
1122561188	wh_main_human_major_secondary_gold	arkhan_vmp_fell_tree
1122561189	wh2_main_special_parravon_secondary	arkhan_vmp_fell_tree
1122561190	wh_main_special_kislev_secondary	arkhan_vmp_fell_tree
1122561191	wh2_main_human_major_secondary_medicine	arkhan_vmp_fell_tree
1122561192	wh2_dlc10_special_gaean_vale_secondary	arkhan_vmp_fell_tree
1122561193	wh2_dlc15_special_morgheim_secondary	arkhan_vmp_fell_tree
1122561194	wh2_main_special_altar_of_the_horned_rat_secondary_ritual	arkhan_vmp_fell_tree
1122561195	wh2_main_special_altar_of_ultimate_darkness_secondary_major	arkhan_vmp_fell_tree
1122561196	wh2_main_special_clar_karond_secondary	arkhan_vmp_fell_tree
1122561197	wh2_main_special_tlaxtlan_secondary_ritual	arkhan_vmp_fell_tree
1122561198	wh2_main_special_tor_elyr_secondary	arkhan_vmp_fell_tree
1122561199	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary	arkhan_vmp_fell_tree
1122561200	wh2_main_special_kraka_drak_secondary	arkhan_vmp_fell_tree
1122561201	wh2_main_special_tower_of_hoeth_secondary	arkhan_vmp_fell_tree
1122561202	wh_main_human_major_secondary_salt	arkhan_vmp_fell_tree
1122561203	wh_main_special_erengrad_secondary	arkhan_vmp_fell_tree
1122561204	wh_main_special_karak_norn_secondary	arkhan_vmp_fell_tree
1122561205	wh2_main_special_tor_anlec_secondary	arkhan_vmp_fell_tree
1122561206	wh2_main_special_karond_kar_secondary	arkhan_vmp_fell_tree
1122561207	wh_main_special_karak_kadrin_2_secondary	arkhan_vmp_fell_tree
1122561208	wh_main_special_pfeildorf_secondary	arkhan_vmp_fell_tree
1122561209	wh2_main_special_skeggi_secondary_major	arkhan_vmp_fell_tree
1122561210	wh2_main_special_hag_graef_secondary	arkhan_vmp_fell_tree
1122561211	wh2_main_special_tlaxtlan_secondary	arkhan_vmp_fell_tree
1122561212	wh2_main_special_oyxl_secondary	arkhan_vmp_fell_tree
1122561213	wh2_main_special_karag_orrud_secondary	arkhan_vmp_fell_tree
1122561214	wh2_main_human_major_secondary_beer	arkhan_vmp_fell_tree
1122561215	wh_main_special_middenheim_secondary	arkhan_vmp_fell_tree
1122561216	wh2_main_special_galbaraz_secondary	arkhan_vmp_fell_tree
1122561217	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary	arkhan_vmp_fell_tree
1122561218	wh_main_special_black_crag_secondary	arkhan_vmp_fell_tree
1122561219	wh2_main_special_altar_of_ultimate_darkness_secondary_ritual	arkhan_vmp_fell_tree
1122561220	wh_main_human_major_secondary	arkhan_vmp_fell_tree
1122561221	wh2_main_special_karak_izor_secondary	arkhan_vmp_fell_tree
1122561222	wh_main_human_major_secondary_timber	arkhan_vmp_fell_tree
1122561223	wh2_dlc14_special_the_wolf_lands_crookback_mountain_secondary	arkhan_vmp_fell_tree
1122561224	wh2_main_special_tor_anroc_secondary	arkhan_vmp_fell_tree
1122561225	wh2_dlc09_special_ka_sabar_secondary	arkhan_vmp_fell_tree
1122561226	wh_main_special_karak_kadrin_secondary	arkhan_vmp_fell_tree
1122561227	wh_main_special_zhufbar_secondary	arkhan_vmp_fell_tree
1122561228	wh_main_human_major_secondary_iron	arkhan_vmp_fell_tree
1122561229	wh2_main_special_the_awakening_secondary	arkhan_vmp_fell_tree
1122561230	wh_main_special_talabheim_secondary	arkhan_vmp_fell_tree
1122561231	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_vmp_fell_tree
1122561232	wh2_main_special_golden_colossus_secondary_ritual	arkhan_vmp_fell_tree
1122561233	wh_main_special_castle_drakenhof_secondary	arkhan_vmp_fell_tree
1122561234	wh2_main_special_axlotl_secondary	arkhan_vmp_fell_tree
1122561235	wh2_main_human_major_secondary_gems	arkhan_vmp_fell_tree
1122561236	wh_main_special_eight_peaks_secondary	arkhan_vmp_fell_tree
1122561237	wh2_main_special_tor_yvresse_secondary	arkhan_vmp_fell_tree
1122561238	wh_main_special_nuln_secondary	arkhan_vmp_fell_tree
1122561239	wh2_dlc14_special_vor_land_of_the_dervishes_el-kalabad_secondary	arkhan_vmp_fell_tree
1122561240	wh2_main_special_castle_drachenfels_secondary	arkhan_vmp_fell_tree
1122561241	wh_main_special_altdorf_secondary	arkhan_vmp_fell_tree
1122561242	wh2_main_special_quintex_secondary	arkhan_vmp_fell_tree
1122561243	wh2_main_special_sartosa_secondary	arkhan_vmp_fell_tree
1122561244	wh_main_special_massif_orca_secondary	arkhan_vmp_fell_tree
1122561245	wh2_main_human_major_secondary_animals	arkhan_vmp_fell_tree
1122561246	wh2_main_special_pyramid_of_nagash_secondary	arkhan_vmp_fell_tree
1122561247	wh_main_special_karak_azul_secondary	arkhan_vmp_fell_tree
1122561248	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_vmp_fell_tree
1122561249	wh2_dlc14_special_the_broken_teeth_nagashizar_secondary	arkhan_vmp_fell_tree
1122561250	wh2_main_special_clarak_spire_secondary	arkhan_vmp_fell_tree
1122561251	wh2_dlc09_special_numas_secondary	arkhan_vmp_fell_tree
1122561252	wh2_main_special_star_tower_secondary	arkhan_vmp_fell_tree
1122561253	wh2_main_special_skavenblight_secondary	arkhan_vmp_fell_tree
1122561254	wh_main_special_praag_secondary	arkhan_vmp_fell_tree
1122561255	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_vmp_fell_tree
1122561256	wh2_main_vor_the_capes_citadel_of_dusk_major_secondary_ritual	arkhan_vmp_fell_tree
1122561257	wh_main_special_karak_hirn_secondary	arkhan_vmp_fell_tree
1122561258	wh2_main_special_lothern_secondary	arkhan_vmp_fell_tree
1122561259	wh_main_special_karak_azgal_secondary	arkhan_vmp_fell_tree
1122561260	wh2_main_human_major_secondary_amber	arkhan_vmp_fell_tree
1122561261	wh_main_special_miragliano_secondary	arkhan_vmp_fell_tree
1122561262	wh2_main_special_hef_vauls_anvil_secondary	arkhan_vmp_fell_tree
1122561263	wh_main_human_major_secondary_dyes	arkhan_vmp_fell_tree
1122561264	wh2_main_special_hellpit_secondary	arkhan_vmp_fell_tree
1122561265	wh2_main_special_xlanhuapec_secondary	arkhan_vmp_fell_tree
1122561266	wh2_main_special_ghrond_secondary	arkhan_vmp_fell_tree
1122561267	wh_main_special_carcassonne_secondary	arkhan_vmp_fell_tree
1122561268	wh2_main_special_salzenmund_secondary	arkhan_vmp_fell_tree
1122561269	wh2_main_special_tor_koruali_secondary	arkhan_vmp_fell_tree
1122561270	wh_main_special_bordeleux_secondary	arkhan_vmp_fell_tree
1122561271	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_vmp_fell_tree
1122561272	wh_main_dwarf_orc_major_secondary_savage	arkhan_vmp_fell_tree
1122561273	wh_main_human_major_secondary_furs	arkhan_vmp_fell_tree
1122561274	wh_main_special_couronne_secondary	arkhan_vmp_fell_tree
1122561275	wh_main_special_karaz_a_karak_secondary	arkhan_vmp_fell_tree
1122561276	wh_main_special_magritta_secondary	arkhan_vmp_fell_tree
1122561277	wh2_main_human_major_secondary_obsidian	arkhan_vmp_fell_tree
1122561278	wh_main_human_major_secondary_wine	arkhan_vmp_fell_tree
1122561279	wh2_main_special_pyramid_of_nagash_secondary_ritual	arkhan_vmp_fell_tree
1122561280	wh2_main_special_karak_zorn_secondary	arkhan_vmp_fell_tree
1122561281	wh2_main_special_zoishenk_secondary	arkhan_vmp_fell_tree
1122561282	wh2_main_special_yuatek_secondary	arkhan_vmp_fell_tree
1122561283	wh_main_human_major_secondary_pastures	arkhan_vmp_fell_tree
1122561284	wh_main_special_marienburg_secondary	arkhan_vmp_fell_tree
1122561285	wh2_main_special_hexoatl_secondary	arkhan_vmp_fell_tree
1122561286	wh2_main_special_itza_secondary	arkhan_vmp_fell_tree
1122561287	wh2_main_special_gaean_vale_secondary	arkhan_vmp_fell_tree
1122561288	wh2_main_special_naggarond_secondary	arkhan_vmp_fell_tree
1122561289	wh2_main_special_tor_achare_secondary	arkhan_vmp_fell_tree
1122561290	wh2_main_special_lahmia_secondary	arkhan_vmp_fell_tree
1122561291	wh2_dlc09_special_bhagar_secondary	arkhan_vmp_balefire
1122561292	wh2_main_special_golden_colossus_secondary_ritual	arkhan_vmp_balefire
1122561293	wh_main_special_vauls_anvil_secondary	arkhan_vmp_balefire
1122561294	wh_main_special_karak_norn_secondary	arkhan_vmp_balefire
1122561295	wh2_dlc16_sacred_pools_secondary	arkhan_vmp_balefire
1122561296	wh2_main_special_kraka_drak_secondary	arkhan_vmp_balefire
1122561297	wh2_dlc17_mine_of_bearded_skulls_major_secondary	arkhan_vmp_balefire
1122561298	wh2_dlc16_witchwood_secondary	arkhan_vmp_balefire
1122561299	wh2_main_vor_special_albion_secondary	arkhan_vmp_balefire
1122561300	wh_main_human_minor_secondary	arkhan_vmp_balefire
1122561301	wh_main_human_major_secondary_iron	arkhan_vmp_balefire
1122561302	wh2_main_special_pyramid_of_nagash_secondary	arkhan_vmp_balefire
1122561303	wh_main_human_major_secondary	arkhan_vmp_balefire
1122561304	wh2_main_special_tor_koruali_secondary	arkhan_vmp_balefire
1122561305	wh2_main_special_parravon_secondary	arkhan_vmp_balefire
1122561306	wh2_main_human_minor_secondary_gems	arkhan_vmp_balefire
1122561307	wh_main_special_yn_edryl_korian_secondary	arkhan_vmp_balefire
1122561308	wh_dlc05_elf_major_secondary_oak_of_ages	arkhan_vmp_balefire
1122561309	wh2_main_human_major_secondary_gems	arkhan_vmp_balefire
1122561310	wh2_main_human_minor_secondary_animals	arkhan_vmp_balefire
1122561311	wh2_main_human_major_secondary_animals	arkhan_vmp_balefire
1122561312	wh2_main_special_clarak_spire_secondary	arkhan_vmp_balefire
1122561313	wh2_main_human_minor_secondary_medicine	arkhan_vmp_balefire
1122561314	wh2_main_human_major_secondary_medicine	arkhan_vmp_balefire
1122561315	wh2_main_special_yuatek_secondary	arkhan_vmp_balefire
1122561316	wh2_main_human_major_secondary_obsidian	arkhan_vmp_balefire
1122561317	wh2_main_human_minor_secondary_obsidian	arkhan_vmp_balefire
1122561318	wh2_main_special_shrine_of_sotek_secondary	arkhan_vmp_balefire
1122561319	wh2_main_human_minor_secondary_spices	arkhan_vmp_balefire
1122561320	wh2_main_human_major_secondary_spices	arkhan_vmp_balefire
1122561321	wh_main_human_major_secondary_furs	arkhan_vmp_balefire
1122561322	wh_main_human_major_secondary_wine	arkhan_vmp_balefire
1122561323	wh_main_human_major_secondary_timber	arkhan_vmp_balefire
1122561324	wh2_main_special_karag_orrud_secondary	arkhan_vmp_balefire
1122561325	wh_main_human_major_secondary_pastures	arkhan_vmp_balefire
1122561326	wh_main_special_praag_secondary	arkhan_vmp_balefire
1122561327	wh_main_human_major_secondary_dyes	arkhan_vmp_balefire
1122561328	wh_main_human_major_secondary_marble	arkhan_vmp_balefire
1122561329	wh_main_human_major_secondary_pottery	arkhan_vmp_balefire
1122561330	wh_main_human_minor_secondary_gold	arkhan_vmp_balefire
1122561331	wh2_main_special_laurelorn_forest_secondary	arkhan_vmp_balefire
1122561332	wh_main_human_minor_secondary_iron	arkhan_vmp_balefire
1122561333	wh_main_human_minor_secondary_marble	arkhan_vmp_balefire
1122561334	wh2_main_special_karak_zorn_secondary	arkhan_vmp_balefire
1122561335	wh_main_human_minor_secondary_wine	arkhan_vmp_balefire
1122561336	wh2_dlc14_special_fyrus_secondary_spices	arkhan_vmp_balefire
1122561337	wh_main_human_minor_secondary_timber	arkhan_vmp_balefire
1122561338	wh2_main_special_chamber_of_visions_secondary_ritual	arkhan_vmp_balefire
1122561339	wh_main_human_minor_secondary_furs	arkhan_vmp_balefire
1122561340	wh_main_human_minor_secondary_dyes	arkhan_vmp_balefire
1122561341	wh2_main_special_gor_gazan_secondary	arkhan_vmp_balefire
1122561342	wh2_dlc15_special_grom_peak_secondary	arkhan_vmp_balefire
1122561343	wh_main_norsca_major_secondary	arkhan_vmp_balefire
1122561344	wh_main_human_minor_secondary_pastures	arkhan_vmp_balefire
1122561345	wh_main_human_minor_secondary_salt	arkhan_vmp_balefire
1122561346	wh2_main_special_caverns_of_sotek_secondary_ritual	arkhan_vmp_balefire
1122561347	wh_main_special_konquata_secondary	arkhan_vmp_balefire
1122561348	wh_main_human_minor_secondary_pottery	arkhan_vmp_balefire
1122561349	wh2_main_special_hef_vauls_anvil_secondary_ritual	arkhan_vmp_balefire
1122561350	wh2_main_human_minor_secondary_amber	arkhan_vmp_balefire
1122561351	wh2_main_human_major_secondary_amber	arkhan_vmp_balefire
1122561352	wh2_main_special_the_awakening_secondary	arkhan_vmp_balefire
1122561353	wh2_main_special_hellpit_secondary	arkhan_vmp_balefire
1122561354	wh2_dlc14_special_gnoblar_country_flayed_rock_secondary	arkhan_vmp_balefire
1122561355	wh2_main_special_karak_izor_secondary	arkhan_vmp_balefire
1122561356	wh2_main_special_glittering_tower_secondary	arkhan_vmp_balefire
1122561357	wh_main_norsca_major_secondary_obsidian	arkhan_vmp_balefire
1122561358	wh2_main_special_altar_of_ultimate_darkness_secondary_major	arkhan_vmp_balefire
1122561359	wh_main_special_luccini_secondary	arkhan_vmp_balefire
1122561360	wh2_main_special_skeggi_secondary_major	arkhan_vmp_balefire
1122561361	wh2_main_special_hef_vauls_anvil_secondary	arkhan_vmp_balefire
1122561362	wh_dlc15_special_plain_of_bones_darkhold_secondary	arkhan_vmp_balefire
1122561363	wh2_main_special_fallen_gates_secondary	arkhan_vmp_balefire
1122561364	wh2_main_special_lothern_secondary	arkhan_vmp_balefire
1122561365	wh_main_special_karak_ungor_secondary	arkhan_vmp_balefire
1122561366	wh2_main_special_tor_elyr_secondary	arkhan_vmp_balefire
1122561367	wh2_main_special_tor_anroc_secondary	arkhan_vmp_balefire
1122561368	wh2_main_special_tor_anlec_secondary	arkhan_vmp_balefire
1122561369	wh2_main_special_shrine_of_khaine_secondary	arkhan_vmp_balefire
1122561370	wh2_main_special_shrine_of_asuryan_secondary	arkhan_vmp_balefire
1122561371	wh_main_special_karak_hirn_secondary	arkhan_vmp_balefire
1122561372	wh2_main_special_lahmia_secondary	arkhan_vmp_balefire
1122561373	wh_main_norsca_minor_secondary_obsidian	arkhan_vmp_balefire
1122561374	wh2_main_special_tower_of_hoeth_secondary	arkhan_vmp_balefire
1122561375	wh2_main_special_ghrond_secondary_ritual	arkhan_vmp_balefire
1122561376	wh_main_special_zhufbar_secondary	arkhan_vmp_balefire
1122561377	wh2_main_special_tor_yvresse_secondary	arkhan_vmp_balefire
1122561378	wh2_main_special_zoishenk_secondary	arkhan_vmp_balefire
1122561379	wh2_main_special_gaean_vale_secondary	arkhan_vmp_balefire
1122561380	wh_main_norsca_minor_secondary_marble	arkhan_vmp_balefire
1122561381	wh2_main_special_altar_of_the_horned_rat_secondary_ritual	arkhan_vmp_balefire
1122561382	wh2_main_special_the_moot_secondary	arkhan_vmp_balefire
1122561383	wh2_main_special_salzenmund_secondary	arkhan_vmp_balefire
1122561384	wh2_main_special_naggarond_secondary	arkhan_vmp_balefire
1122561385	wh2_main_special_mousillon_secondary	arkhan_vmp_balefire
1122561386	wh2_main_vor_copper_desert_the_dust_gate_minor_secondary_ritual	arkhan_vmp_balefire
1122561387	wh2_main_special_ghrond_secondary	arkhan_vmp_balefire
1122561388	wh2_main_special_brass_keep_secondary	arkhan_vmp_balefire
1122561389	wh2_main_special_sartosa_secondary	arkhan_vmp_balefire
1122561390	wh2_main_special_skeggi_secondary_minor	arkhan_vmp_balefire
1122561391	wh2_main_special_tor_surpindar_secondary_ritual	arkhan_vmp_balefire
1122561392	wh2_main_special_har_ganeth_secondary	arkhan_vmp_balefire
1122561393	wh2_dlc09_special_ka_sabar_secondary	arkhan_vmp_balefire
1122561394	wh2_main_special_karond_kar_secondary	arkhan_vmp_balefire
1122561395	wh2_main_vor_land_of_assassins_sorcerers_islands_secondary_ritual	arkhan_vmp_balefire
1122561396	wh2_main_vor_the_great_desert_bel_aliad_secondary_gold_ritual	arkhan_vmp_balefire
1122561397	wh2_main_special_hag_graef_secondary	arkhan_vmp_balefire
1122561398	wh2_dlc17_mine_of_bearded_skulls_minor_secondary	arkhan_vmp_balefire
1122561399	wh2_dlc10_special_gaean_vale_secondary	arkhan_vmp_balefire
1122561400	wh2_main_special_altar_of_ultimate_darkness_secondary	arkhan_vmp_balefire
1122561401	wh2_dlc16_gryphon_wood_secondary	arkhan_vmp_balefire
1122561402	wh2_main_special_quintex_secondary	arkhan_vmp_balefire
1122561403	wh_main_special_doomkeep_secondary	arkhan_vmp_balefire
1122561404	wh2_main_special_def_vauls_anvil_secondary	arkhan_vmp_balefire
1122561405	wh2_main_special_clar_karond_secondary	arkhan_vmp_balefire
1122561406	wh_dlc15_special_plain_of_bones_fortress_of_vorag_secondary	arkhan_vmp_balefire
1122561407	wh2_main_vor_special_karak_orrud_secondary	arkhan_vmp_balefire
1122561408	wh2_main_special_axlotl_secondary	arkhan_vmp_balefire
1122561409	wh_main_norsca_major_secondary_marble	arkhan_vmp_balefire
1122561410	wh2_main_special_chamber_of_visions_secondary	arkhan_vmp_balefire
1122561411	wh2_main_special_hexoatl_secondary	arkhan_vmp_balefire
1122561412	wh2_main_special_tlaxtlan_secondary_ritual	arkhan_vmp_balefire
1122561413	wh2_main_special_itza_secondary	arkhan_vmp_balefire
1122561414	wh2_main_special_oyxl_secondary	arkhan_vmp_balefire
1122561415	wh2_main_special_marks_of_the_old_ones_secondary_ritual	arkhan_vmp_balefire
1122561416	wh2_main_special_quetza_secondary	arkhan_vmp_balefire
1122561417	wh2_main_special_tlaxtlan_secondary	arkhan_vmp_balefire
1122561418	wh2_main_special_xlanhuapec_secondary	arkhan_vmp_balefire
1122561419	wh_main_special_crag_halls_secondary	arkhan_vmp_balefire
1122561420	wh2_main_special_ziggurat_of_dawn_secondary	arkhan_vmp_balefire
1122561421	wh2_main_special_axlotl_minor_secondary	arkhan_vmp_balefire
1122561422	wh2_main_special_oyxl_minor_secondary	arkhan_vmp_balefire
1122561423	wh2_main_human_major_secondary_beer	arkhan_vmp_balefire
1122561424	wh2_main_human_minor_secondary_beer	arkhan_vmp_balefire
1122561425	wh_main_dwarf_orc_major_secondary_savage	arkhan_vmp_balefire
1122561426	wh_main_dwarf_orc_minor_secondary_savage	arkhan_vmp_balefire
1122561427	wh_main_special_altdorf_secondary	arkhan_vmp_balefire
1122561428	wh_main_special_middenheim_secondary	arkhan_vmp_balefire
1122561429	wh_main_special_nuln_secondary	arkhan_vmp_balefire
1122561430	wh_main_special_black_crag_secondary	arkhan_vmp_balefire
1122561431	wh_main_special_bordeleux_secondary	arkhan_vmp_balefire
1122561432	wh_main_special_castle_drakenhof_secondary	arkhan_vmp_balefire
1122561433	wh_main_special_couronne_secondary	arkhan_vmp_balefire
1122561434	wh_main_special_eight_peaks_secondary	arkhan_vmp_balefire
1122561435	wh_main_special_karak_kadrin_secondary	arkhan_vmp_balefire
1122561436	wh_main_special_karaz_a_karak_secondary	arkhan_vmp_balefire
1122561437	wh_main_special_kislev_secondary	arkhan_vmp_balefire
1122561438	wh_main_special_magritta_secondary	arkhan_vmp_balefire
1122561439	wh_main_special_miragliano_secondary	arkhan_vmp_balefire
1122561440	wh_main_special_talabheim_secondary	arkhan_vmp_balefire
1122561441	wh_main_special_mount_gunbad_secondary	arkhan_vmp_balefire
1122561442	wh_main_special_carroburg_secondary	arkhan_vmp_balefire
1122561443	wh2_dlc09_special_black_tower_of_arkhan_secondary	arkhan_vmp_balefire
1122561444	wh_main_human_major_secondary_gold	arkhan_vmp_balefire
1122561445	wh2_dlc09_special_quatar_secondary	arkhan_vmp_balefire
1122561446	wh2_main_special_skavenblight_secondary	arkhan_vmp_balefire
1122561447	wh2_dlc15_special_mount_arachnos_secondary	arkhan_vmp_balefire
1122561448	wh2_dlc16_forest_of_gloom_secondary	arkhan_vmp_balefire
1122561449	wh_main_norsca_minor_secondary	arkhan_vmp_balefire
1122561450	wh_main_special_erengrad_secondary	arkhan_vmp_balefire
1122561451	wh_main_human_major_secondary_salt	arkhan_vmp_balefire
1122561452	wh_main_special_pfeildorf_secondary	arkhan_vmp_balefire
1122561453	wh_main_special_karag_dromar_secondary	arkhan_vmp_balefire
1122561454	wh_main_special_carcassonne_secondary	arkhan_vmp_balefire
1122561455	wh_main_special_tower_of_khrakk_secondary	arkhan_vmp_balefire
1122561456	wh2_main_special_mordheim_secondary	arkhan_vmp_balefire
1122561457	wh2_main_special_golden_tower_of_the_gods_secondary	arkhan_vmp_balefire
1122561458	wh_main_norsca_minor_secondary_iron	arkhan_vmp_balefire
1122561459	wh_main_special_ubersreik_secondary	arkhan_vmp_balefire
1122561460	wh_main_special_waterfall_palace_secondary	arkhan_vmp_balefire
1122561461	wh2_main_special_castle_drachenfels_secondary	arkhan_vmp_balefire
1122561462	wh_main_special_karak_azul_secondary	arkhan_vmp_balefire
1122561463	wh2_dlc09_special_zandri_secondary	arkhan_vmp_balefire
1122561464	wh2_main_special_tor_achare_secondary	arkhan_vmp_balefire
1122561465	wh2_main_special_galbaraz_secondary	arkhan_vmp_balefire
1122561466	wh_main_special_bay_of_blades_secondary	arkhan_vmp_balefire
1122561467	wh2_main_special_mirror_pool_of_tepok_secondary_ritual	arkhan_vmp_balefire
1122561468	wh2_dlc15_special_morgheim_secondary	arkhan_vmp_balefire
1122561469	wh2_dlc09_special_numas_secondary	arkhan_vmp_balefire
1122561470	wh2_main_special_khemri_secondary	arkhan_vmp_balefire
1122561471	wh_main_special_sjoktraken_secondary	arkhan_vmp_balefire
1122561472	wh2_main_vor_the_red_rivers_sun-tree_glades_secondary_ritual	arkhan_vmp_balefire
1122561473	wh2_dlc14_special_gnoblar_country_pigbarter_secondary	arkhan_vmp_balefire
1122561474	wh_main_norsca_major_secondary_iron	arkhan_vmp_balefire
1122561475	wh2_main_vor_albion_pack_ice_bay_secondary_ritual	arkhan_vmp_balefire
